name,county,city,state,zip,phone,website,facebook,twitter,has_email,address
Barton County Health Department,Barton,Lamar,MO,64759,(417) 682-3363,https://bartonmohealth.gov/,,,True,"1301 East 12th Street Lamar, MO 64759-2182"
Bates County Health Center,Bates,Butler,MO,64730,(660) 679-6108,http://www.batescountyhealthcenter.org,,,True,"PO BOX 178 Butler, MO 64730-1325"
Benton County Health Department,Benton,Warsaw,MO,65355,(660) 438-2876,https://www.bentonhealth.org/,,,True,"PO BOX 935 Warsaw, MO 65355-3157"
Bollinger County Health Department,Bollinger,Hill,MO,63764,(573) 238-2817,http://bollingercountyhealth.org,,,True,"PO Box 409 Marble Hill, MO 63764-0409"
Butler County Health Department,Butler,Bluff,MO,63901,(573) 785-8478,http://www.butlercountyhealth.org,,,True,"1619 North Main Street Poplar Bluff, MO 63901-3445"
Caldwell County Health Department,Caldwell,Kingston,MO,64650,(816) 586-2311,http://www.caldwellcountyhealth.com,,,True,"P.O. Box 66 Kingston, MO 64650-9171"
Callaway County Health Department,Callaway,Fulton,MO,65251,(573) 642-6881,https://callawaycountyhealth.org/,https://www.facebook.com/callawaycountyhd,,True,"4950 County Road 304 Fulton, MO 65251-5422"
Camden County Health Department,Camden,Camdenton,MO,65020,(573) 346-5479,http://camdencountyhealth.org,,,True,"PO BOX 816 Camdenton, MO 65020-0816"
Cape Girardeau County Public Health Center,Cape Girardeau,Girardeau,MO,63702,(573) 335-7846 (122),http://www.cgcohealthdept.com,https://www.facebook.com/CapeGirardeauCountyPublicHealthCenter/,,True,"PO BOX 1839 Cape Girardeau, MO 63702-7708"
Carroll County Health Department,Carroll,Carrollton,MO,64633,(660) 542-3247,http://www.carrollcohealth.com,,,True,"5 N Ely Carrollton, MO 64633-1309"
Carter County Health Center,Carter,Buren,MO,63965,(573) 323-4413,http://www.cartercountyhealth.org,,,True,"PO BOX 70 Van Buren, MO 63965-0070"
Cass County Health Department,Cass,Harrisonville,MO,64701,(816) 380-8425,https://casscounty.com/2158/Health-Department,https://www.facebook.com/CassHealthDepartment,https://twitter.com/CassHealthDept,True,"1411 S Commercial ST Harrisonville, MO 64701-3001"
Cedar County Health Department,Cedar,Springs,MO,64744,(417) 876-5477,https://cedarcountymo.gov/health-department,,,True,"1317 South Highway 32, Suite B El Dorado Springs, MO 64744-2302"
Chariton County Health Center,Chariton,Keytesville,MO,65261,(660) 288-3675,http://charitonhealth.org/,,,True,"206 State St Keytesville, MO 65261-1163"
Christian County Health Department,Christian,Ozark,MO,65721,(417) 581-7285,https://www.christiancountymohealth.gov/,,,True,"P.O. Box 340 Ozark, MO 65721-6682"
City of St. Joseph Health Department,City of St. Joseph,Joseph,MO,64503,(816) 271-4636,https://www.stjosephmo.gov/221/Health-Department,https://www.facebook.com/StJosephHealthDepartment/,https://twitter.com/citystjoemo,True,"904 S 10Th St Saint Joseph, MO 64503-1666"
City of St. Louis Department of Health,City of St. Louis,Louis,MO,63178,(314) 612-5100,https://www.stlouis-mo.gov/government/departments/health/index.cfm,https://www.facebook.com/CityofSTLDOH,https://twitter.com/CityofSTLDOH,True,"1520 Market Street, Room 4051 Saint Louis, MO 63178-2620"
Clark County Health Department,Clark,Kahoka,MO,63445,(660) 727-2356,http://www.clarkcountyhd.org,,,True,"PO BOX 12 Kahoka, MO 63445-1430"
Clay County Public Health Center,Clay,Liberty,MO,64068,(816) 595-4200,http://www.clayhealth.com,https://www.facebook.com/ClayCountyPublicHealth/,https://twitter.com/claymohealth,True,"800 Haines Drive Liberty, MO 64068-1006"
Clinton County Health Department,Clinton,Plattsburg,MO,64477,(816) 539-2144,http://clintoncohealth.org,,,True,"106 Bush Street Plattsburg, MO 64477-1779"
Cole County Health Department,Cole,City,MO,65109,(573) 636-2181 (3103),http://www.colehealth.org,,,True,"3400 W Truman Blvd Jefferson City, MO 65109-1471"
Columbia-Boone County Department of Public Health and Human Services,Columbia-Boone,Columbia,MO,65205,(573) 874-7355,http://www.como.gov/health,,,True,"P.O. Box 6015 Columbia, MO 65205"
Cooper County Public Health Center,Cooper,Boonville,MO,65233,(660) 882-2626,http://www.coopercountypublichealth.com,,,True,"17040 Klinton Dr Boonville, MO 65233-3542"
Crawford County Nursing Service/Health Department,Crawford County Nursing Service/Health,Steelville,MO,65565,(573) 775-2555,https://npin.cdc.gov/organization/crawford-county-health-department-0,,,True,"P.O. Box 367 Steelville, MO 65565-5169"
Dade County Health Department,Dade,Greenfield,MO,65661,(417) 637-2345,https://www.dadecountyhealthdept.com/,,,True,"413 W Water Street Greenfield, MO 65661-1353"
Dallas County Health Department,Dallas,Buffalo,MO,65622,(417) 345-2332,http://www.dallascountyhealth.com,,,True,"PO BOX 199 Buffalo, MO 65622-8679"
Daviess County Health Department,Daviess,Gallatin,MO,64640,(660) 663-2414,http://daviesshealthonline.com,https://www.facebook.com/DaviessCountyHD/,,True,"609A S Main St Gallatin, MO 64640-1447"
Dent County Health Center,Dent,Salem,MO,65560,(573) 729-3106,https://www.dentcountyhealthcenter.com/,https://www.facebook.com/DentCountyHealthCtr/,,True,"1010 E. Scenic Rivers Blvd. Salem, MO 65560-2132"
Douglas County Health Department,Douglas,Ava,MO,65608,(417) 683-4174,http://www.dchd.org,,,True,"PO BOX 940 Ava, MO 65608-0940"
Dunklin County Health Department,Dunklin,Kennett,MO,63857,(573) 888-9008,http://dunklincountyhealth.com,,,True,"402 Recovery Road Kennett, MO 63857"
Franklin County Department of Health,Franklin,Union,MO,63084,(636) 583-7300,https://www.franklinmo.gov/health,,,True,"414 East Main Street Union, MO 63084-1624"
Gasconade County Health Department,Gasconade,Hermann,MO,65041,(573) 486-3129,http://www.gasconadecountyhealth.com,,,True,"1714 Wein ST Hermann, MO 65041-1571"
Grundy County Health Department,Grundy,Trenton,MO,64683,(660) 359-4196,http://www.grundycountyhealth.org,,,True,"1716 Lincoln St Trenton, MO 64683-1584"
Harrison County Health Department,Harrison,Bethany,MO,64424,(660) 425-6324,http://www.harrisoncountyhealthdept.org,,,True,"1700 Bethany Ave. Bethany, MO 64424"
Henry County Health Center,Henry,Clinton,MO,64735,(660) 885-8193,http://henrycohealth.org/,,,True,"111 N 3rd ST Clinton, MO 64735-1554"
Hickory County Health Department,Hickory,Hermitage,MO,65668,(417) 745-2138,http://www.hickorycountyhealth.org,https://www.facebook.com/HickoryCountyHealthDepartment/,,True,"P.O. Box 21 Hermitage, MO 65668-9218"
Holt County Health Department,Holt,Oregon,MO,64473,(660) 446-2909,https://holtcounty.org/county-offices/health-department/,,,True,"P.O. Box 438 Oregon, MO 64473-4335"
Howard County Health Department,Howard,Fayette,MO,65248,(660) 248-3100,http://www.howardcountypublichealthdepartment.com,https://www.facebook.com/HowardCountyPublicHealth/,,True,"600 W Davis Street Fayette, MO 65248-1075"
Howell County Health Department,Howell,Plains,MO,65775,(417) 256-7078,https://howellcountyhealth.com/,https://www.facebook.com/Howell-County-Health-Department-170310842983730/,,True,"180 S Kentucky St West Plains, MO 65775-2082"
Independence City Health Department,Independence,Independence,MO,64057,(816) 325-7803,https://www.independencemo.gov/government/city-departments/health,,,True,"20201 E Jackson DR Independence, MO 64057-1569"
Iron County Health Department,Iron,Ironton,MO,63650,(573) 546-7121,https://health.mo.gov/living/lpha/profiles/Iron.pdf,https://www.facebook.com/IronCoHealthDept/,,True,"606 West Russell Ironton, MO 63650-1323"
Jackson County Public Health,Jackson,Summit,MO,64064,(816) 404-6415,https://jcph.org/,,,True,"3651 NE Ralph Powell RD Lees Summit, MO 64064-2357"
Jasper County Health Department,Jasper,Carthage,MO,64836,(417) 358-3111,https://www.jaspercountymo.gov/health-department,,,True,"105 Lincoln St Carthage, MO 64836-1512"
Jefferson County Health Department,Jefferson,Hillsboro,MO,63050,(636) 797-3737,http://www.jeffcohealth.org,,,True,"P.O. Box 437 Hillsboro, MO 63050-4351"
Johnson County Community Health Services,Johnson County Community,Warrensburg,MO,64093,(660) 747-6121,http://johnsoncountyhealth.org,,,True,"723 PCA Road Warrensburg, MO 64093-7913"
Joplin City Health Department,Joplin,Joplin,MO,64801,(417) 623-6122,https://www.joplinmo.org/157/Health-Department,,,True,"321 E 4Th St Joplin, MO 64801-2208"
Kansas City Health Department,Kansas,City,MO,64108,(816) 513-6239,http://www.kcmo.gov/health,,,True,"2400 Troost Ave Kansas City, MO 64108-2854"
Knox County Health Department,Knox,Edina,MO,63537,(660) 397-3396,https://knoxcountyhealthdepartment.com/,,,True,"102 W Monticello Edina, MO 63537"
Laclede County Health Department,Laclede,Lebanon,MO,65536,(417) 532-2135,http://www.lacledecountyhealth.com,,,True,"405 Harwood Ave Lebanon, MO 65536-2319"
Lafayette County Health Department,Lafayette,Lexington,MO,64067,(660) 259-4371,http://www.lafayettecountyhealth.org/,,,True,"547 S Business Highway 13 Lexington, MO 64067-1437"
Lawrence County Health Department,Lawrence,Vernon,MO,65712,(417) 466-2201,http://lawrencecohealth.com,,,True,"1549 Missouri Dr Mount Vernon, MO 65712"
Lewis County Home Health Agency,Lewis County Home,Monticello,MO,63457,(573) 767-5312,,,,True,"101 State Highway A Monticello, MO 63457-0096"
Lincoln County Health Department,Lincoln,Troy,MO,63379,(636) 528-6117,http://www.lchdmo.org,,,True,"5 Health Department Dr Troy, MO 63379-4551"
Linn County Health Center,Linn,Brookfield,MO,64628,(660) 258-7251,http://www.linncohealth.org,,,True,"635 South Main Brookfield, MO 64628-2340"
Livingston County Health Center,Livingston,Chillicothe,MO,64601,(660) 646-5506,http://www.livcohealthcenter.com,,,True,"800 Adam Drive Chillicothe, MO 64601-3900"
Macon County Health Department,Macon,Macon,MO,63552,(660) 395-4711,http://www.maconmohealth.org,,,True,"503 N Missouri St Macon, MO 63552-1751"
Madison County Health Department,Madison,Fredericktown,MO,63645,(573) 783-2747,https://www.madisoncountymohealth.com,,,True,"105 Armory Street Fredericktown, MO 63645-1308"
Marion County Health Department,Marion,Hannibal,MO,63401,(573) 221-1166,https://marioncountyhd.org/,,,True,"3105 Palmyra Rd Hannibal, MO 63401"
McDonald County Health Department,McDonald,Pineville,MO,64856,(417) 223-4351,http://mcdonaldcountyhealth.com/,,,True,"500 Olin Street Pineville, MO 64856-0366"
Mercer County Health Department,Mercer,Princeton,MO,64673,(660) 748-3630,http://mercercountyhealthdepartment.com/,https://www.facebook.com/Mercer-County-Health-Department-114453988594418/,,True,"305 W Main St Princeton, MO 64673-1133"
Miller County Health Center,Miller,Tuscumbia,MO,65082,(573) 369-2359,http://www.MillerCountyHealth.com,,,True,"2125 Highway 52 Tuscumbia, MO 65082-2305"
Mississippi County Health Department,Mississippi,Charleston,MO,63834,(573) 683-2191,http://www.misscohealth.com,,,True,"1200 E Marshall St Charleston, MO 63834-1336"
Moniteau County Health Center,Moniteau,California,MO,65018,(573) 796-3412,http://www.moniteaucountyhealth.org,https://www.facebook.com/moniteaucountyhealthcenter,,True,"401 S Francis St California, MO 65018-2204"
Monroe County Health Department,Monroe,Paris,MO,65275,(660) 327-4259,https://monroecountyhealth.com/,https://www.facebook.com/MonroeCountyHealthDepartment/,,True,"310 North Market Paris, MO 65275-1047"
Montgomery County Health Department,Montgomery,City,MO,63361,(573) 564-2495,http://www.montgomerycountyhealth.org,,,True,"400 Salisbury St Montgomery City, MO 63361-1232"
Morgan County Health Center,Morgan,Versailles,MO,65084,(573) 378-5438 (236),https://www.morgancountyhealthcenter.com/,,,True,"104 W Lafayette St Versailles, MO 65084-1346"
New Madrid County Health Department,New Madrid,Madrid,MO,63869,(573) 748-5541,http://www.newmadridcountyhealthdept.com,,,True,"406 Highway 61 New Madrid, MO 63869-1642"
Newton County Health Department,Newton,Neosho,MO,64850,(417) 451-3743 (1025),http://www.newtoncountyhealth.org,,,True,"PO Box 447 Neosho, MO 64850"
Nodaway County Health Department,Nodaway,Maryville,MO,64468,(660) 562-2755,http://www.nodawaypublichealth.org,,,True,"2416 South Main Maryville, MO 64468-3624"
Oregon County Health Department,Oregon,Alton,MO,65606,(417) 778-7450,https://www.ochdmo.com,,,True,"#10 Court Square Alton, MO 65606-0189"
Osage County Health Department,Osage,Linn,MO,65051,(573) 897-3103 (313),http://www.osagecountyhd.org,https://www.facebook.com/pages/Osage-County-Health-Department/148415825196026,,True,"1218 E Main St Linn, MO 65051-0570"
Ozark County Health Center,Ozark,Gainesville,MO,65655,(417) 679-3334,https://ozarkcountyhd.weebly.com,https://www.facebook.com/Ozark-County-Health-Department-157472307675983/,,True,"370 3rd Street Gainesville, MO 65655-7128"
Pemiscot County Health Department,Pemiscot,Hayti,MO,63851,(573) 359-1656,https://www.pemiscothealth.com/,,,True,"810 E Reed St Hayti, MO 63851-1241"
Perry County Health Department,Perry,Perryville,MO,63775,(573) 547-6564 (222),http://Perrycountyhealth.com,https://www.facebook.com/pchdmo/,,True,"406 N Spring St Ste 1 Perryville, MO 63775-1912"
Pettis County Health Center,Pettis,Sedalia,MO,65301,(660) 827-1130,https://www.pettiscountyhealthcenter.org/,https://www.facebook.com/PettisCountyHealthCenter/,,True,"911 E 16th St Sedalia, MO 65301-7733"
Phelps/Maries County Health Department,Phelps/Maries,Rolla,MO,65401,(573) 458-6010,http://www.phelpscountyhealth.com,,,True,"200 N Main St Rolla, MO 65401-3070"
Pike County Health Department,Pike,Green,MO,63334,(573) 324-2111,http://pikecountyhealth.org,https://www.facebook.com/bgpchd/,https://twitter.com/PikeCountyHD,True,"1 Healthcare Pl Bowling Green, MO 63334-3602"
Platte County Health Department,Platte,City,MO,64153,(816) 858-2412,http://www.plattecountyhealthdept.com,,,True,"7925 NW 110th St Kansas City, MO 64153-1288"
Polk County Health Center,Polk,Bolivar,MO,65613,(417) 326-7250,https://polkcountyhealthcenter.org,,,True,"1317 West Broadway Bolivar, MO 65613-1814"
Pulaski County Health Center,Pulaski,Waynesville,MO,65583,(573) 736-2217 (249),http://www.pulaskicountyhealth.com,https://www.facebook.com/Pulaskicountyhealthdept/,,True,"104 Ashley May St Waynesville, MO 65583"
Putnam County Health Department,Putnam,Unionville,MO,63565,(660) 947-2429 (25),http://www.putnamcohealthdept.org,https://www.facebook.com/Ralls-County-Health-Dept-Home-Health-Agency-262104510596164/,,True,"103 N. 18th Street Unionville, MO 63565-1601"
Ralls County Health Department,Ralls,London,MO,63459,(573) 985-7121,http://www.rallscountyhealth.org/,https://www.facebook.com/Ralls-County-Health-Dept-Home-Health-Agency-262104510596164/,,True,"16369 Business 61 New London, MO 63459"
Randolph County Health Department,Randolph,Moberly,MO,65270,(660) 263-6643 (218),http://www.randolphcountyhealth.org,,,True,"1319 Highway 24 East Ste A Moberly, MO 65270-2222"
Ray County Health Department,Ray,Richmond,MO,64085,(816) 776-5413,https://www.rayhealth.org,,,True,"820 E Lexington St Richmond, MO 64085-1930"
Reynolds County Health Center,Reynolds,Centerville,MO,63633,(573) 648-2498,http://www.reynoldscopublichealth.org,,,True,"2323 Green Street Centerville, MO 63633-9998"
Ripley County Public Health Center,Ripley,Doniphan,MO,63935,(573) 996-2181,http://www.ripleycountyhealth.com,,,True,"1003 East Locust St Doniphan, MO 63935-1828"
Saline County Health Department,Saline,Marshall,MO,65340,(660) 886-3434,https://www.salinecountyhealthdepartment.com/,https://www.facebook.com/saline.county.health/,,True,"1825 South Atchison Ave Marshall, MO 65340-9752"
Schuyler County Health Department,Schuyler,Lancaster,MO,63548,(660) 457-3721,http://www.schuylercohealth.org/,,,True,"213 South Green Street Lancaster, MO 63548-1097"
Scotland County Health Department,Scotland,Memphis,MO,63555,(660) 465-7275,http://scotlandcountyhealth.com/,,,True,"214 W. Madison St Memphis, MO 63555-1727"
Scott County Health Department,Scott,Sikeston,MO,63801,(573) 471-4044,https://www.scottcountyhealth.com/,,,True,"102 Grove Estates Court Sikeston, MO 63801-0129"
Shannon County Health Department,Shannon,Eminence,MO,65466,(573) 226-3914,http://www.shannoncountyhealth.org,,,True,"18018 Grey Jones Drive Eminence, MO 65466-0788"
Shelby County Health Department,Shelby,Shelbyville,MO,63469,(573) 633-2353,http://shelbycountyhealth.com/,https://www.facebook.com/shelbycountyhealthdepartment/,,True,"700 East Main Street Shelbyville, MO 63469-1422"
Springfield-Greene County Health Department,Springfield-Greene,Springfield,MO,65802,(417) 864-1658,http://www.springfieldmo.gov/health,https://www.facebook.com/SGCHD,https://twitter.com/SGCHD,True,"227 E Chestnut Expy Springfield, MO 65802-3847"
St. Charles County Health Department,St. Charles,Charles,MO,63301,(636) 949-7400,https://www.sccmo.org/394/Public-Health,https://www.facebook.com/StCharlesCountyPublicHealth/,https://twitter.com/SCCHealth,True,"1650 Boone's Lick Rd Saint Charles, MO 63301-2245"
St. Clair County Health Department,St. Clair,Osceola,MO,64776,(417) 646-8332,https://www.scchcmo.net/,,,True,"530 Arduser Dr Osceola, MO 64776-6284"
St. Francois County Health Center,St. Francois,Hills,MO,63601,(573) 431-1947 (125),http://www.sfchc.org,,,True,"1025 West Main Park Hills, MO 63601-2079"
St. Louis County Department of Public Health,St. Louis,Berkeley,MO,63134,(314) 615-1627,https://stlouiscountymo.gov/st-louis-county-departments/public-health/,,,True,"6121 N Hanley Rd Berkeley, MO 63134-2003"
Ste. Genevieve County Health Department,Ste. Genevieve,Genevieve,MO,63670,(573) 883-7411,http://stegencohealth.org/,,,True,"115 Basler Dr Sainte Genevieve, MO 63670-7201"
Stoddard County Public Health Center,Stoddard,Bloomfield,MO,63825,(573) 568-4593 (203),http://www.stoddardcountyhealth.com,https://www.facebook.com/stoddardcountypublichealthcenter/?fref=ts,,True,"1001 North Highway 25 Bloomfield, MO 63825-0277"
Stone County Health Department,Stone,Spring,MO,65737,(417) 272-0050 (2110),https://stonecountyhealthdepartment.com/,,,True,"701 Old Wilderness Rd Reeds Spring, MO 65737"
Sullivan County Health Department,Sullivan,Milan,MO,63556,(660) 265-4141,https://schdmilanmo.com,https://www.facebook.com/Sullivan-County-Health-Department-1537385846510725/,,True,"101 Hawthorne Drive Milan, MO 63556-1017"
Taney County Health Department,Taney,Forsyth,MO,65653,(417) 546-4725,http://www.taneycohealth.org,https://www.facebook.com/taneycountyhealthdepartment/,https://twitter.com/taneycohealth,True,"15479 U.S. Highway 160 Forsyth, MO 65653-0369"
Texas County Health Department,Texas,Houston,MO,65483,(417) 967-4131 (207),https://www.texascountyhealth.org/,,,True,"950 N Highway 63 Ste 500 Houston, MO 65483-2619"
Tri-County Health Department,Tri-County,Stanberry,MO,64489,(660) 783-2707,https://tricountyhd.com/,,,True,"302 N Park St Stanberry, MO 64489-1246"
Vernon County Health Department,Vernon,Nevada,MO,64772,(417) 667-7418,https://www.vernoncohd.com/,,,True,"301 N Washington St Nevada, MO 64772-2344"
Warren County Health Department,Warren,Warrenton,MO,63383,(636) 456-7474,https://www.warrencountyhealth.com/,,,True,"101 Mockingbird Ln Ste 100 Warrenton, MO 63383-7003"
Washington County Health Department,Washington,Potosi,MO,63664,(573) 438-2164,http://www.wcmohealth.org/,,,True,"520 Purcell Drive Potosi, MO 63664-1598"
Wayne County Health Center,Wayne,Greenville,MO,63944,(573) 224-3218,https://www.wayne-health.org,https://www.facebook.com/Wayne-County-Health-Center-117200508379239/,,True,"115 Hickory Greenville, MO 63944-0259"
Webster County Health Unit,Webster,Marshfield,MO,65706,(417) 986-0371,http://webstercohealth.com/,https://www.facebook.com/Webster-County-Health-Unit-352140721472239/,,True,"233 E Washington St Marshfield, MO 65706-1859"
Wright County Health Department,Wright,Hartville,MO,65667,(417) 741-7791,https://wrightcohealth.com/,,,True,"300 South Main, Suite C Hartville, MO 65667-8200"
Anaconda City/Deer Lodge County Health Department,Anaconda City/Deer Lodge,Anaconda,MT,59711,(406) 563-7863,https://adlc.us/departments/public-health/,,,True,"118 E 7Th St Fl First Anaconda, MT 59711-2900"
Beaverhead County Public Health Department,Beaverhead,Dillon,MT,59725,(406) 683-4771,https://beaverheadcounty.org/public-health-2/,,,True,"327 E Helena ST Dillon, MT 59725-2614"
Big Horn County Public Health,Big Horn,Hardin,MT,59034,(406) 665-8720,http://bighorncountypublichealth.com,,,True,"200 N Mitchell Ave Hardin, MT 59034-1634"
Blackfeet Tribal Health Department,Blackfeet Tribal,Browning,MT,59417,(406) 338-6330,,,,True,"807 N Piegan St Browning, MT 59417"
Blaine County Health Department,Blaine,Chinook,MT,59523,(406) 357-2345,https://blainecounty-mt.gov/public-health/,,,True,"PO Box 516 Chinook, MT 59523-0516"
Broadwater County Board of Health,Broadwater,Townsend,MT,59644,(406) 266-5209,https://www.broadwatercountymt.gov/departments/health/public_health/index.php,,,True,"124 N Cedar ST Townsend, MT 59644-2300"
Butte-Silver Bow Health Department,Butte-Silver Bow,Butte,MT,59701,(406) 497-5020,http://www.co.silverbow.mt.us/135/Health,,,True,"25 W Front St Butte, MT 59701-2801"
Carbon County Montana Public Health,Carbon County Montana,Lodge,MT,59068,(406) 446-9941,https://co.carbon.mt.us/departments/public-health/,,,True,"PO Box 2289 Red Lodge, MT 59068-2289"
Carter County Public Health,Carter,Ekalaka,MT,59324,(406) 775-6332,https://cartercountymontana.squarespace.com/public-health,,,True,"PO Box 415 Ekalaka, MT 59324-0415"
Cascade City-County Health Department,Cascade,Falls,MT,59401,(406) 791-9261,https://www.cascadecountymt.gov/174/City-County-Health-Department,,,True,"115 4Th St S Great Falls, MT 59401-3618"
Central Montana Health District,Central Montana,Lewistown,MT,59457,(406) 535-3983,https://centralmontanahealthdistrict.org/,,,True,"311 W Main ST Lewistown, MT 59457-2703"
Chouteau County Health Department,Chouteau,Benton,MT,59442,(406) 622-3771,http://www.chouteaucountyph.com/,https://www.facebook.com/Chouteau-County-Health-Department-191027850924298/,,True,"PO BOX 459 Fort Benton, MT 59442-0459"
Confederated Salish and Kootenai Tribal Health,Confederated Salish and Kootenai Tribal,Ignatius,MT,59865,(406) 745-3525,https://www.cskthealth.org/,,,True,"PO Box 880 St Ignatius, MT 59865"
Crow Tribal Health Department,Crow Tribal,Agency,MT,59022,(406) 970-0618,http://www.crow-nsn.gov/tribal-health-programs.html,,,True,"313 Heritage Rd Crow Agency, MT 59022"
Custer County Public Health,Custer,City,MT,59301,(406) 851-5050,https://www.onechc.org/,,,True,"2811 Comstock St Miles City, MT 59301-4757"
Daniels County Health Department,Daniels,Scobey,MT,59263,(406) 487-5560,https://www.danielscountymt.gov/public-health,,,True,"PO Box 836 Scobey, MT 59263-0836"
Dawson County Health Department,Dawson,Glendive,MT,59330,(406) 377-5213,https://www.dawsonmt.gov/departments/publichealth/index.php,https://www.facebook.com/DCHDept/,,True,"207 W Bell St Glendive, MT 59330-1616"
Fallon County Health Department,Fallon,Baker,MT,59313,(406) 778-2824,https://www.falloncounty.net/?page_id=50,,,True,"PO BOX 820 Baker, MT 59313-0820"
Fergus County Health Department,Fergus,Lewistown,MT,59457,(406) 535-7433,https://fergusmt.gov/departments/health-department,,,True,"712 W Main St Lewistown, MT 59457"
Flathead City-County Health Department,Flathead,Kalispell,MT,59901,(406) 751-8103,http://www.flatheadhealth.org,https://www.facebook.com/flatheadcitycountyhealthdepartment/,https://twitter.com/flatheadhealth,True,"1035 1St Ave W Kalispell, MT 59901-5607"
Fort Belknap Tribal Health Department,Fort Belknap Tribal,Harlem,MT,59526,(406) 353-2525,,,,False,"656 Agency Main St Harlem, MT 59526"
Fort Peck Tribal Health,Fort Peck Tribal,Poplar,MT,59255,(406) 768-3491 (4409),https://tribalhealth.fortpecktribes.org/,,,True,"PO Box 1027 Poplar, MT 59255-1027"
Gallatin City-County Health Department,Gallatin,Bozeman,MT,59715,(406) 582-3100,https://www.healthygallatin.org/,,,True,"215 W Mendenhall St Bozeman, MT 59715-3478"
Garfield County Health Center,Garfield,Jordan,MT,59337,(406) 557-2050,https://garfieldcountymt.gov/,,,True,"322 Leavitt Ave Jordan, MT 59337"
Glacier County Health Department,Glacier,Bank,MT,59427,(406) 873-2924,https://glaciercountymt.gov/services/health/,,,True,"1210 E Main St Cut Bank, MT 59427-3152"
Golden Valley County Health Department,Golden Valley,Lewistown,MT,59457,(406) 535-3983,https://www.goldenvalleycountymt.org/public-health,,,True,"300 1st Ave North Suite 201 Lewistown, MT 59457"
Granite County Health Department,Granite,Philipsburg,MT,59858,(406) 531-5442,https://www.granitecountymt.gov/594/Public-Health-Office,,,True,"PO Box 475 Philipsburg, MT 59858-0475"
Hill County Health Department,Hill,Havre,MT,59501,(406) 400-2415,https://hillcountyhealth.com/,https://www.facebook.com/hillcountyhealth/,https://twitter.com/HillCoHealthDep,True,"302 4Th Ave Havre, MT 59501-3654"
Jefferson County Health Department,Jefferson,Boulder,MT,59632,(406) 225-4007,https://www.jeffersoncounty-mt.gov/public_health/,,,True,"PO BOX 872 Boulder, MT 59632-0872"
Lake County Public Health,Lake,Polson,MT,59860,(406) 883-7288,https://www.lakemt.gov/242/Public-Health,,,True,"802 Main St Polson, MT 59860-2133"
Lewis and Clark City-County Health Department,Lewis and Clark,Helena,MT,59601,(406) 457-8910,https://www.lccountymt.gov/Government/Public-Health,https://www.facebook.com/LewisandClarkHealth/,,True,"1930 9th Ave Helena, MT 59601-4759"
Liberty County Public Health,Liberty,Chester,MT,59522,(406) 759-8256,https://www.libertycountymt.gov/public-health,,,True,"PO Box 459 Chester, MT 59522-0459"
Lincoln County Health Department,Lincoln,Libby,MT,59923,(406) 283-2442,https://lincolncountymt.us/health-department-home/,,,True,"418 Mineral Ave Libby, MT 59923-1956"
Little Shell Chippewa,Little Shell Chippewa,Falls,MT,59404,(406) 315-2400,,,,True,"511 Central Ave West Great Falls, MT 59404"
Madison County Public Health,Madison,City,MT,59755,(406) 204-0712,https://madisoncountymt.gov/230/Public-Health,,,True,"PO Box 278 Virginia City, MT 59755-0278"
McCone County Health Department,McCone,Circle,MT,59215,(406) 485-2444,https://www.mcconecountypublichealth.org/,https://www.facebook.com/mcconepublichealth/,,True,"PO BOX 47 Circle, MT 59215-0047"
Meagher County Health Department,Meagher,Springs,MT,59645,(406) 547-3234,https://meagherco.com/county-health-office,,,True,"PO BOX 309 White Sulphur Springs, MT 59645-0309"
Mineral County Health Department,Mineral,Superior,MT,59872,(406) 822-3564,http://co.mineral.mt.us/departments/health-department/,,,True,"PO Box 488 Superior, MT 59872-0488"
Missoula City-County Health Department,Missoula,Missoula,MT,59802,(406) 258-3882,https://www.missoulacounty.us/government/health/health-department,https://www.facebook.com/Missoula.County,https://twitter.com/MissoulaCounty,True,"301 W Alder St Missoula, MT 59802-4123"
Musselshell County Local Health Department,Musselshell County Local,Lewistown,MT,59457,(406) 535-3983,,,,True,"311 W Main ST Lewistown, MT 59457-2703"
Northern Cheyenne Tribal Health Department,Northern Cheyenne Tribal,Deer,MT,59043,(406) 477-6722,,,,True,"PO Box 67 Lame Deer, MT 59043"
Park City-County Health Department,Park,Livingston,MT,59047,(406) 222-4145,http://www.parkcounty.org/government-departments/health-department/,,https://twitter.com/parkcountyMT,True,"414 E Callender ST Livingston, MT 59047-2700"
Petroleum County Health Department,Petroleum,Lewistown,MT,59457,(406) 535-3983,,,,True,"311 W Main St Lewistown, MT 59457"
Phillips County Health Department,Phillips,Malta,MT,59538,(406) 654-2521,,https://www.facebook.com/phillipscountyhealthdepartment/,,True,"105 S 2nd ST E Malta, MT 59538"
Pondera County Health Department,Pondera,Conrad,MT,59425,(406) 271-3247,https://www.ponderacountymontana.org/health,,,True,"311 S Virginia St Ste 1 Conrad, MT 59425-2358"
Powder River Public Health,Powder River,Broadus,MT,59317,(406) 436-2297,https://prco.mt.gov/Public-Health,,,True,"PO Box 210 Broadus, MT 59317-0210"
Powell County Health Department,Powell,Lodge,MT,59722,(406) 691-0242,https://www.powellcountymt.gov/public-health-nurse,,,True,"409 Missouri Ave Ste 106 Deer Lodge, MT 59722-1001"
